id,action_sequence,first_action_rb,ai_assistance
dl0wi,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-111-907-4306-104-13853-102-642-1433-709-1076-621-113-107-4359-694-107-113-3382-104-609-2026-1338-613-107-113-3382-102-3687-603-6946-695-709-731-13460-6641-1013-611-107-164-4154-102-4359-605-603-603-1433-2646-613-111-907-4306,['107'],G=G066|TAG=RB4|P=HIGH|COUNT=9|REP=r4re8|A=107|ABA=0|Buniq=0
dl4hu,1353-105-112-105-21040-977-735-1159-105-110-105-15342-1104,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dl5s1,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4037-929-4486-104-13853-102-642-1433-709-1076-621-113-1159-4004-694-108-107-4385-104-609-1433-709-25824-613-113-1159-4004-102-603-822-604-603-1433-610-108-107-4385-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4037-929-4486,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
dlo72,760-1165-105-1195-105-4706-694-760-1593-8615-105-992-105-3246,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dlpwf,929-105-112-105-17980-1027-103-867-105-1042-105-20022-975,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dlrps,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4187-4129-4706-104-13853-102-642-1433-709-1076-621-4347-4037-4359-694-929-108-4391-104-609-1433-709-25824-613-4347-4037-4359-102-603-822-604-603-1433-610-929-108-4391-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4187-4129-4706,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
dlv2f,1076-658-3316-164-889-105-989-105-1159-822-10686-10909-704-105-1159-105-1244,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dml67,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4129-929-4311-104-13853-102-642-1433-709-1076-621-107-775-2736-694-775-1244-2224-104-609-2026-1338-613-775-1244-2224-102-3687-603-6946-695-709-731-13460-6641-1013-611-775-164-17762-2613-102-2736-605-603-603-1433-2646-613-4129-929-4311,['775'],G=G009|TAG=RB4|P=HIGH|COUNT=61|REP=b4to3|A=775|ABA=0|Buniq=0
dmuu3,10477-697-105-775-105-881-103-836-105-4129-105-20022-1068,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dmzou,929-105-113-105-15342-1059-103-867-105-979-105-21606-1080,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dn492,1076-658-3316-836-105-992-105-4037-822-164-17762-2613-105-4004-105-4692,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dn913,1042-105-4507-105-15342-1104-735-989-105-112-105-15342-1080,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dnc74,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-113-905-4491-104-13853-102-642-1433-709-1076-621-775-905-4129-694-108-906-110-104-609-1433-709-25824-613-775-905-4129-102-603-822-604-603-1433-610-108-906-110-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-113-905-4491,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
dnd75,929-105-4347-105-17980-1045-103-4347-105-907-105-20278-995,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dnuhg,1243-105-113-105-20022-977-735-976-105-775-105-881,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dnur9,1076-658-3316-164-17762-2613-105-906-105-4311-822-12516-5451-4521-2669-105-1243-105-1265,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
do9xd,1076-658-3316-12516-1143-105-867-105-4507-822-7943-105-1042-105-4615,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
docd9,1076-658-3316-760-1165-105-775-105-906-822-685-2207-8615-105-4187-105-989,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
docot,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4347-775-1244-104-13853-102-642-1433-709-1076-621-867-929-3876-694-929-989-4391-104-609-1433-709-25824-613-867-929-3876-102-603-822-604-603-1433-610-929-989-4391-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4347-775-1244,"['603', '929']",G=G013|TAG=RB4|P=HIGH|COUNT=32|REP=wxccz|A=929|ABA=0|Buniq=0
dog01,685-2207-8615-105-976-105-20022-977-103-10477-697-105-1042-105-20022-977,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dolyf,7943-105-1126-105-21040-1104-103-760-1165-105-992-105-20278-1080,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dooox,929-105-979-105-17980-1104-103-4491-105-775-105-910,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dowd9,609-1433-21169-610-1128-621-10686-903-775-2664-606-775-1012-107-104-630-1192-604-13308-102-695-709-4194-2883-1045-1052-606-603-1009-15638-104,['775'],G=G009|TAG=RB4|P=HIGH|COUNT=61|REP=b4to3|A=775|ABA=0|Buniq=0
dpc2p,3542-709-1338-621-4004-775-1351-606-775-1127-1351-102-607-1192-603-1433-760-9044-618-751-2475-102-603-3752-7508-4498-1736-604-603-1433-709-6532-618-12643-1052,['775'],G=G009|TAG=RB4|P=HIGH|COUNT=61|REP=b4to3|A=775|ABA=0|Buniq=0
dpsmo,10477-697-105-4347-105-869-103-760-1165-105-1265-105-886,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dq1n3,760-1165-105-112-105-887-103-10477-697-105-905-105-1357,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dqqaf,609-7179-709-4642-728-607-603-1743-604-111-102-4350-102-605-814-735-603-822-604-775-102-775-104,"['102', '775']",G=G035|TAG=ANCHOR_LOOP|P=HIGH|COUNT=42|REP=fm4h7|A=102|ABA=2|Buniq=2
drirn,7943-105-4187-105-15881-1104-103-10477-697-105-4507-105-21040-1027,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ds34v,609-7179-709-4642-728-607-603-1743-604-4347-102-4347-102-605-814-735-603-822-604-4507-102-3835-104,"['102', '4347']",G=G099|TAG=ANCHOR_LOOP|P=HIGH|COUNT=3|REP=c76tn|A=4347|ABA=2|Buniq=2
dsafz,867-105-4004-105-20022-975-103-867-105-1126-105-21040-1027,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dsh1d,1159-105-4129-105-21355-1104-735-989-105-110-105-871,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dsp0t,1076-658-3316-164-17762-2613-105-1127-105-1072-822-836-105-4037-105-3114,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dsq68,609-1433-21169-610-1128-621-155-1143-11217-113-4519-606-113-1243-3427-104-630-1192-604-13308-102-695-709-4194-2602-1027-1052-606-603-1009-15638-104,['113'],G=G011|TAG=RB4|P=HIGH|COUNT=24|REP=zanyx|A=113|ABA=0|Buniq=0
dssbo,1076-658-3316-12516-5451-105-107-105-3115-822-164-17762-2613-105-1265-105-3387,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dtdaa,1127-105-775-105-1357-735-979-105-4507-105-15881-1104,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dteiy,685-1464-105-1042-105-15881-995-103-760-1165-105-1244-105-15342-1104,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dtgja,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-110-4004-3427-104-13853-102-642-1433-709-1076-621-4491-907-4359-694-775-1265-2736-104-609-1433-709-25824-613-4491-907-4359-102-603-822-604-603-1433-610-775-1265-2736-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-110-4004-3427,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
dtjbo,1076-658-3316-12516-5451-105-1127-105-992-822-836-105-1243-105-907,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dtk45,1076-658-3316-10477-697-105-907-105-4129-822-760-1165-105-905-105-992,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dtvjr,1338-108-1244-4507-117-8355-610-1243-701-102-1243-1027-1777-104,['1243'],G=G165|TAG=RB4|P=HIGH|COUNT=2|REP=lrkwn|A=1243|ABA=0|Buniq=0
du13m,4491-105-992-105-21040-1080-735-4491-105-4507-105-868,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
du3zt,1076-658-3316-164-889-105-1042-105-4311-822-164-17762-2613-105-775-105-3835,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
due0m,1076-658-3316-7943-105-4275-105-775-822-760-1593-8615-105-906-105-2953,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
duk1b,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-113-107-3835-104-13853-102-642-1433-709-1076-621-929-4425-4706-694-775-775-4465-104-609-1433-709-25824-613-929-4425-4706-102-603-822-604-603-1433-610-775-775-4465-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-113-107-3835,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
duwvc,1076-658-3316-164-889-105-115-105-4603-822-760-1593-8615-105-110-105-3246,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dv0iq,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-775-929-2408-104-13853-102-642-1433-709-1076-621-113-867-4556-694-867-1012-114-104-609-1433-709-25824-613-113-867-4556-102-603-822-604-603-1433-610-867-1012-114-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-775-929-2408,"['603', '867']",G=G023|TAG=RB4|P=HIGH|COUNT=35|REP=hhqge|A=867|ABA=0|Buniq=0
dv1qg,1076-658-3316-685-2207-8615-105-4425-105-2664-822-164-889-105-906-105-992,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dv61g,609-14409-26671-610-883-606-2646-613-867-1243-4556-104-758-4556-1059-1052-604-750-104,['4556'],G=G063|TAG=RB4|P=HIGH|COUNT=2|REP=qoh6r|A=4556|ABA=0|Buniq=0
dv7up,760-1165-105-108-105-2664-694-7943-105-111-105-4167,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dvofq,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4004-107-2032-104-13853-102-642-1433-709-1076-621-108-867-4311-694-113-992-3889-104-609-1433-709-25824-613-108-867-4311-102-603-822-604-603-1433-610-113-992-3889-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4004-107-2032,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
dvrv1,609-1433-21169-610-1128-621-836-1243-775-606-114-775-4692-104-630-1192-604-13308-102-695-709-4194-2581-1104-1052-606-603-1009-15638-104,['775'],G=G009|TAG=RB4|P=HIGH|COUNT=61|REP=b4to3|A=775|ABA=0|Buniq=0
dvvxm,609-5020-709-822-613-1489-3493-1104-604-4966-102-670-4966-995-1777-604-1419,['4966'],G=G038|TAG=RB4|P=HIGH|COUNT=1|REP=dvvxm|A=4966|ABA=0|Buniq=0
dw3c2,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4004-114-1126-104-13853-102-642-1433-709-1076-621-114-775-4539-694-867-992-2640-104-609-1433-709-25824-613-114-775-4539-102-603-822-604-603-1433-610-867-992-2640-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4004-114-1126,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
dw5f0,10477-697-105-4187-105-20022-1068-103-685-1464-105-1265-105-21606-1104,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dw9xy,622-97-173-1471-114-164-8038-114-117-603-1465-608-908-4167-1308-1353-701-1903-102-605-709-2646-12747-1052-724,['114'],G=G051|TAG=RB4|P=HIGH|COUNT=13|REP=x66uq|A=114|ABA=0|Buniq=0
dwiga,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4187-4129-4385-104-13853-102-642-1433-709-1076-621-929-907-4486-694-107-1265-110-104-609-1433-709-25824-613-929-907-4486-102-603-822-604-603-1433-610-107-1265-110-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4187-4129-4385,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
dxvhe,1076-658-3316-836-105-1244-105-5032-822-760-1593-8615-105-114-105-4046,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dxwsr,685-1464-105-1126-105-20278-1104-103-7943-105-4491-105-17980-977,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dy3v9,1076-658-3316-836-105-1244-105-3889-822-10477-697-105-1072-105-4899,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dy4wr,7943-105-113-105-4692-694-760-1165-105-1195-105-3231,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dy7ro,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4004-4187-4491-104-13853-102-642-1433-709-1076-621-929-4004-4037-694-110-1042-4942-104-609-1433-709-25824-613-929-4004-4037-102-603-822-604-603-1433-610-110-1042-4942-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4004-4187-4491,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
dy96x,1076-658-3316-7943-105-989-105-4491-822-760-1165-105-1195-105-905,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dypgs,1076-658-3316-10477-697-105-1042-105-2032-822-10686-10909-704-105-989-105-1159,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dysox,867-105-4507-105-17980-1068-735-929-105-1159-105-15881-1080,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dz3vo,622-97-173-1471-1072-12516-5451-1072-117-603-1465-608-908-4556-1308-992-701-1903-102-605-709-2646-15866-1045-1052-724,['1072'],G=G060|TAG=RB4|P=HIGH|COUNT=10|REP=dz3vo|A=1072|ABA=0|Buniq=0
dz985,1076-658-3316-760-1165-105-906-105-3835-822-12516-5451-105-775-105-4359,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
dzewc,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-867-929-1127-104-13853-102-642-1433-709-1076-621-867-1195-4046-694-113-1126-4306-104-609-1433-709-25824-613-867-1195-4046-102-603-822-604-603-1433-610-113-1126-4306-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-867-929-1127,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
dzhmf,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-775-114-4089-104-13853-102-642-1433-709-1076-621-107-4491-1127-694-867-1127-1072-104-609-2026-1338-613-867-1127-1072-102-3687-603-6946-695-709-731-13460-6641-1013-611-4491-164-889-102-1127-605-603-603-1433-2646-613-775-114-4089,['1127'],G=G134|TAG=RB4|P=HIGH|COUNT=9|REP=rkjhw|A=1127|ABA=0|Buniq=0
dzi2j,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-107-114-2408-104-13853-102-642-1433-709-1076-621-867-1127-3114-694-113-108-4766-104-609-1433-709-25824-613-867-1127-3114-102-603-822-604-603-1433-610-113-108-4766-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-107-114-2408,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
dzrx9,1076-658-3316-836-105-113-105-4706-822-12516-1143-105-1455-105-3114,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
e0dlr,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-115-989-4311-104-13853-102-642-1433-709-1076-621-867-4491-4603-694-867-907-3427-104-609-1433-709-25824-613-867-4491-4603-102-603-822-604-603-1433-610-867-907-3427-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-115-989-4311,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
e0kwv,867-105-1244-105-17980-1068-735-867-105-979-105-21040-1071,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
e0pcz,867-105-1243-105-21606-995-103-109-105-867-105-20278-1071,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
e0r22,1076-658-3316-12516-5451-105-979-105-2088-822-760-1165-105-1126-105-3114,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
e1bin,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-109-114-4692-104-13853-102-642-1433-709-1076-621-4004-907-3876-694-111-1243-4073-104-609-1433-709-25824-613-4004-907-3876-102-603-822-604-603-1433-610-111-1243-4073-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-109-114-4692,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
e27kr,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-109-1012-4359-104-13853-102-642-1433-709-1076-621-4004-1159-2824-694-107-1195-3231-104-609-1433-709-25824-613-4004-1159-2824-102-603-822-604-603-1433-610-107-1195-3231-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-109-1012-4359,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
e2mii,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-775-1072-906-104-13853-102-642-1433-709-1076-621-4187-929-1351-694-929-1243-3889-104-609-1433-709-25824-613-4187-929-1351-102-603-822-604-603-1433-610-929-1243-3889-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-775-1072-906,"['603', '929']",G=G013|TAG=RB4|P=HIGH|COUNT=32|REP=wxccz|A=929|ABA=0|Buniq=0
e3183,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-107-1195-2581-104-13853-102-642-1433-709-1076-621-4187-1159-4385-694-112-1195-109-104-609-1433-709-25824-613-4187-1159-4385-102-603-822-604-603-1433-610-112-1195-109-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-107-1195-2581,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
e3650,688-1433-709-1338-621-775-775-1351-606-775-1244-2640-102-607-1192-603-1433-760-9044-618-751-3379-102-603-1433-3752-7508-4498-1736-709-6532-606-4275-867-4486,['775'],G=G009|TAG=RB4|P=HIGH|COUNT=61|REP=b4to3|A=775|ABA=0|Buniq=0
e3jdq,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-113-4491-3876-104-13853-102-642-1433-709-1076-621-112-110-3382-694-775-867-3231-104-609-1433-709-25824-613-112-110-3382-102-603-822-604-603-1433-610-775-867-3231-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-113-4491-3876,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
e3sj7,1076-658-3316-760-1593-8615-105-905-105-2408-822-7943-105-979-105-2664,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
e463a,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4425-4507-3362-104-13853-102-642-1433-709-1076-621-111-775-3562-694-114-1243-979-104-609-1433-709-25824-613-111-775-3562-102-603-822-604-603-1433-610-114-1243-979-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4425-4507-3362,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
e49gb,1076-658-3316-12516-1143-105-1127-105-4129-822-7943-105-4347-105-4046,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
e4d9b,867-105-111-105-881-735-4347-105-4491-105-20278-1104,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
e4jax,1076-658-3316-685-2207-8615-105-989-105-3493-822-760-1593-8615-105-979-105-1159,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
e5098,1076-658-3316-12516-5451-105-112-105-5032-822-685-2207-8615-105-775-105-3065,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
e54ha,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4004-4491-4692-104-13853-102-642-1433-709-1076-621-4275-4187-3562-694-109-867-4899-104-609-1433-709-25824-613-4275-4187-3562-102-603-822-604-603-1433-610-109-867-4899-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4004-4491-4692,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
e5sxb,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-867-905-4359-104-13853-102-642-1433-709-1076-621-4037-1127-3382-694-108-1127-4706-104-609-1433-709-25824-613-4037-1127-3382-102-603-822-604-603-1433-610-108-1127-4706-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-867-905-4359,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
e5wc3,685-1464-105-109-105-906-694-685-1464-105-1072-105-1127,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
e66ps,685-1464-105-1159-105-20022-1068-103-10477-697-105-108-105-20022-1068,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
e6bbm,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-109-1265-1265-104-13853-102-642-1433-709-1076-621-867-115-4899-694-113-112-989-104-609-1433-709-25824-613-867-115-4899-102-603-822-604-603-1433-610-113-112-989-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-109-1265-1265,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
e6ngr,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-114-4425-4599-104-13853-102-642-1433-709-1076-621-4275-989-2640-694-115-108-112-104-609-1433-709-25824-613-4275-989-2640-102-603-822-604-603-1433-610-115-108-112-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-114-4425-4599,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
e6vh3,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-929-867-4187-104-13853-102-642-1433-709-1076-621-867-906-3876-694-867-906-867-104-609-1433-709-25824-613-867-906-3876-102-603-822-604-603-1433-610-867-906-867-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-929-867-4187,"['603', '867']",G=G075|TAG=RB4|P=HIGH|COUNT=4|REP=eqo1h|A=867|ABA=2|Buniq=1
e7p3n,1076-658-3316-685-2207-8615-105-1012-105-4187-822-164-889-105-1244-105-4507,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
e883v,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-775-4347-4507-104-13853-102-642-1433-709-1076-621-775-905-2581-694-108-867-110-104-609-1433-709-25824-613-775-905-2581-102-603-822-604-603-1433-610-108-867-110-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-775-4347-4507,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
e8lrr,1076-658-3316-12516-5451-4521-2669-105-979-105-3362-822-760-1165-105-1195-105-929,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
